,Month,ID,Acousticness,Danceability,Duration Ms,Energy,Instrumentalness,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
1398,7,7eBqSVxrzQZtK2mmgRG6lC,0.145,0.759,268434,0.73,3.06E-06,0.11,-7.985,0,0.0516,115.007,4,0.74
1399,7,0JP9xo3adEtGSdUEISiszL,0.556,0.921,135090,0.537,0.00404,0.102,-5.723,0,0.0804,128.009,4,0.711
1400,8,4Oun2ylbjFKMPTiaSbbCih,0.0194,0.935,187541,0.454,0,0.0824,-7.509,1,0.375,133.073,4,0.357
1401,8,3tjFYV6RSFtuktYl3ZtYcq,0.221,0.7,140526,0.722,0,0.272,-3.558,0,0.0369,90.989,4,0.756
1402,8,7hxHWCCAIIxFLCzvDgnQHX,0.25,0.8,195429,0.658,0,0.111,-6.142,0,0.079,140.042,4,0.462
1403,8,2SAqBLGA283SUiwJ3xOUVI,0.244,0.761,261493,0.518,3.47E-05,0.107,-8.871,1,0.134,133.976,4,0.522
1404,8,0PvFJmanyNQMseIFrU708S,0.114,0.823,190476,0.586,0,0.193,-6.606,0,0.2,125.971,4,0.347
1405,8,4jVBIpuOiMj1crqd8LoCrJ,0.00671,0.835,202795,0.699,0,0.195,-5.405,0,0.277,154.981,4,0.547
1406,8,5u1n1kITHCxxp8twBcZxWy,0.196,0.673,212093,0.704,0,0.0898,-8.056,1,0.36,86.919,4,0.372
1407,8,2MbdDtCv5LUVjYy9RuGTgC,0.0631,0.904,227478,0.723,0,0.185,-5.224,0,0.26,145.013,4,0.835
1408,8,6EDO9iiTtwNv6waLwa1UUq,0.057,0.8,200221,0.56,0,0.134,-4.818,0,0.261,163.071,4,0.45
1409,8,7ytR5pFWmSjzHJIeQkgog4,0.247,0.746,181733,0.69,0,0.101,-7.956,1,0.164,89.977,4,0.497
1410,8,7kDUspsoYfLkWnZR7qwHZl,0.00473,0.731,139461,0.675,0,0.141,-5.134,0,0.0434,124.939,4,0.298
1411,8,2Y0wPrPQBrGhoLn14xRYCG,0.0172,0.625,205485,0.814,0,0.158,-5.181,1,0.0657,144.991,4,0.535
1412,8,2U5WueTLIK5WJLD7mvDODv,0.00336,0.65,194621,0.613,0,0.267,-6.13,0,0.128,149.972,4,0.0804
1413,8,0t1kP63rueHleOhQkYSXFY,0.0112,0.746,199054,0.765,0,0.0936,-4.41,0,0.0993,114.044,4,0.737
1414,8,4xqrdfXkTW4T0RauPLv3WA,0.584,0.357,198040,0.425,0,0.322,-7.301,1,0.0333,102.078,3,0.27
1415,8,1tkg4EHVoqnhR6iFEXb60y,0.65,0.709,160000,0.548,1.59E-06,0.133,-8.493,1,0.353,83.995,4,0.543
1416,8,1VSuFS7PahCN3SWbOcQ98m,0.000417,0.654,171621,0.875,0.0086,0.194,-4.845,1,0.0744,99.975,4,0.522
1417,8,0VjIjW4GlUZAMYd2vXMi3b,0.00146,0.514,200040,0.73,9.54E-05,0.0897,-5.934,1,0.0598,171.005,4,0.334
1418,8,6UelLqGlWMcVH1E5c4H7lY,0.122,0.548,174000,0.816,0,0.335,-4.209,1,0.0465,95.39,4,0.557
1419,8,45bE4HXI0AwGZXfZtMp8JR,0.785,0.667,169266,0.373,0,0.0906,-9.389,1,0.05,124.148,4,0.0823
1420,8,5rZlwNFl01HqLWBQGryKSm,0.487,0.48,213333,0.602,0,0.0848,-6.335,0,0.368,179.798,4,0.269
1421,8,22LAwLoDA5b4AaGSkg6bKW,0.207,0.774,162547,0.554,0,0.132,-7.909,1,0.0383,99.034,4,0.349
1422,8,6AGOKlMZWLCaEJGnaROtF9,0.0563,0.399,210463,0.491,0.00089,0.11,-10.778,0,0.0538,91.066,4,0.151
1423,8,1VLtjHwRWOVJiE5Py7JxoQ,0.345,0.832,132833,0.534,0,0.165,-7.813,0,0.253,93.924,4,0.116
1424,8,1xQ6trAsedVPCdbtDAmk0c,0.234,0.767,171375,0.481,0,0.269,-8.52,0,0.0803,150.076,4,0.761
1425,8,33gwZOGJWEZ7dRWPqPxBEZ,0.0978,0.724,199758,0.675,9.41E-06,0.351,-5.267,1,0.0867,160.048,4,0.325
1426,8,3Nc86B5XmDlG1KuEeSLD8x,0.804,0.48,207710,0.373,0.067,0.12,-9.297,1,0.0278,114.078,4,0.0376
1427,8,1IIKrJVP1C9N7iPtG6eOsK,0.316,0.755,176960,0.578,0,0.25,-8.932,0,0.145,94.148,4,0.581
1428,8,0ofHAoxe9vBkTCp2UQIavz,0.0644,0.828,257800,0.492,0.00428,0.128,-9.744,1,0.0276,120.151,4,0.789
1429,8,6wQlQrTY5mVS8EGaFZVwVF,0.224,0.694,196180,0.685,0,0.124,-6.535,0,0.133,158.831,4,0.306
1430,8,6Vgtvd7I5yopJdBuxqjBd2,0.624,0.785,163759,0.818,0.149,0.149,-8.711,1,0.099,117.98,4,0.0503
1431,8,170DNUSnQRp1tGpppF26pA,0.128,0.616,177273,0.617,0,0.177,-8.431,1,0.52,175.929,4,0.476
1432,8,5jSBnH9NyaNP5zdSB3pwgu,0.695,0.484,214558,0.632,0.0243,0.209,-6.917,1,0.0976,126.384,3,0.0736
1433,8,3nS9a01VvXHQriLqJYwRqG,0.114,0.825,197760,0.458,0,0.102,-7.47,1,0.0577,145.115,4,0.161
1434,8,6mADjHs6FXdroPzEGW6KVJ,0.00021,0.533,205159,0.858,0,0.148,-4.212,1,0.0766,160.057,4,0.506
1435,8,6Ed1q0X8oSKSm4IIhiQbYg,0.00488,0.528,163906,0.749,9.60E-05,0.0949,-7.571,1,0.0479,163.944,4,0.729
1436,8,2Wo6QQD1KMDWeFkkjLqwx5,0.0149,0.785,176219,0.721,0.00432,0.285,-5.457,1,0.0506,121.962,4,0.894
1437,8,1H7KnK26kc1YyellpbINEn,0.0221,0.49,201600,0.618,3.77E-06,0.259,-5.655,1,0.104,99.7,4,0.286
1438,8,0xUvi7wldroBzaZCengPa5,0.146,0.868,182857,0.638,0.0565,0.0931,-7.746,1,0.0736,126.03,4,0.459
1439,8,5f1joOtoMeyppIcJGZQvqJ,0.0469,0.727,191406,0.626,2.58E-05,0.126,-8.415,1,0.0726,86.97,4,0.322
1440,8,285pBltuF7vW8TeWk8hdRR,0.349,0.511,239836,0.566,0,0.34,-7.23,0,0.2,83.903,4,0.218
1441,8,21jGcNKet2qwijlDFuPiPb,0.192,0.695,215280,0.762,0.00244,0.0863,-3.497,1,0.0395,120.042,4,0.553
1442,8,27ycaQnQAxaPiyeg3nr2aB,0.00115,0.705,223279,0.814,0.00312,0.203,-5.466,0,0.0346,110,4,0.259
1443,8,6Hj9jySrnFppAI0sEMCZpJ,0.328,0.685,240051,0.692,0,0.153,-5.122,1,0.0457,159.966,5,0.578
1444,8,0nbXyq5TXYPCO7pr3N8S4I,0.104,0.896,196653,0.586,0,0.79,-6.687,0,0.0559,116.971,4,0.642
1445,8,4VXIryQMWpIdGgYR4TrjT1,0.0769,0.671,165820,0.529,0.000335,0.0856,-7.226,1,0.307,161.989,4,0.203
1446,8,5BibcbKVdZUuTttSG02JTp,0.183,0.738,207265,0.533,0.000252,0.115,-7.617,1,0.0492,132.008,4,0.262
1447,8,0tbjiOUl4k492KPdWZS9sy,0.428,0.457,210123,0.774,4.29E-05,0.119,-5.201,1,0.0336,203.863,4,0.59
1448,8,0RiRZpuVRbi7oqRdSMwhQY,0.533,0.755,157560,0.522,0,0.0685,-4.368,1,0.0575,89.96,4,0.925
1449,8,7eJMfftS33KTjuF7lTsMCx,0.731,0.726,173333,0.431,0,0.696,-8.765,0,0.135,144.026,4,0.348
1450,8,1yoMvmasuxZfqHEipJhRbp,0.185,0.783,199112,0.727,2.46E-05,0.0626,-3.454,0,0.389,180.067,4,0.558
1451,8,2gMXnyrvIjhVBUZwvLZDMP,0.604,0.459,215107,0.575,0,0.0885,-4.858,1,0.0573,111.881,4,0.183
1452,8,35RJhm1pEovTBwnNR0zWad,0.0743,0.695,218902,0.343,1.04E-06,0.107,-10.798,1,0.0432,85.84,4,0.229
1453,8,0ada5XsQGLPUVbmTCkAP49,0.291,0.701,160212,0.65,0,0.112,-6.313,1,0.104,90.003,4,0.647
1454,8,7qEHsqek33rTcFNT9PFqLf,0.751,0.501,182161,0.405,0,0.105,-5.679,1,0.0319,109.891,4,0.446
1455,8,3k0YJnqMKRZb8swo86vCkq,0.0282,0.691,143901,0.77,0,0.497,-4.578,0,0.0367,90.024,4,0.344
1456,8,2Imn5iTu2xD3gXCqpBqubu,0.0399,0.781,132215,0.613,0.00713,0.0976,-5.582,0,0.0524,80.53,4,0.613
1457,8,3IJYUaN3tx04S4TYyZHKoP,0.747,0.73,147800,0.439,0,0.0988,-9.864,0,0.0609,130.09,4,0.615
1458,8,527k23H0A4Q0UJN3vGs0Da,0.00981,0.629,167916,0.692,0.331,0.603,-8.045,1,0.0376,162.948,4,0.453
1459,8,2GiJYvgVaD2HtM8GqD9EgQ,0.00543,0.611,218107,0.797,0.00137,0.26,-7.627,0,0.0533,120.041,4,0.518
1460,8,6gxKUmycQX7uyMwJcweFjp,0.135,0.926,181929,0.542,0,0.0877,-5.064,1,0.293,135.14,4,0.564
1461,8,4K06PO78fW4mnBVenxGNob,0.176,0.747,181661,0.622,0,0.151,-5.825,1,0.0838,159.93,4,0.57
1462,8,1dLXLETYiZohIZWnse4ypG,0.353,0.637,174517,0.418,0,0.131,-7.137,1,0.301,84.295,4,0.0807
1463,8,7dH9TPjTWQ60wOJkmYay8a,0.114,0.761,174730,0.517,0,0.157,-6.916,1,0.0927,147.912,4,0.46
1464,8,5F1ZmucV0uJY14y2dYKePa,0.387,0.552,180019,0.638,0.00014,0.374,-7.474,1,0.11,167.834,4,0.332
1465,8,1zmgEIHE0eXH0IhBGuoTkP,0.0427,0.448,195000,0.72,0.000292,0.614,-3.954,1,0.0332,157.919,3,0.361
1466,8,0f1G5SHFoFC9lO03gHCGVS,0.16,0.656,156759,0.776,0.378,0.372,-6.184,1,0.0672,156.049,4,0.638
1467,8,25zlnOAzbVoOzIeXSvQFf1,0.00815,0.688,164580,0.647,1.65E-05,0.095,-7.258,1,0.19,88.834,4,0.195
1468,8,3jjujdWJ72nww5eGnfs2E7,0.0237,0.676,207133,0.771,7.00E-06,0.102,-3.675,1,0.0483,99.048,4,0.569
1469,8,1ggYjU6zdFHgANcku82boU,0.398,0.668,194871,0.547,0.0766,0.0931,-8.024,1,0.0353,83.5,4,0.192
1470,8,6cx06DFPPHchuUAcTxznu9,0.168,0.734,166028,0.874,1.14E-05,0.0489,-3.158,1,0.0662,122.953,4,0.905
1471,8,3JKgcAa7r07ocVWcV8bS0H,0.149,0.783,163798,0.479,0,0.101,-10.646,1,0.541,176.027,4,0.533
1472,8,1vuUbnY82fCNjfzqjLmblw,0.0342,0.712,129142,0.624,4.91E-05,0.0919,-6.911,1,0.067,77.471,4,0.335
1473,8,6gBFPUFcJLzWGx4lenP6h2,0.0847,0.841,243837,0.728,0,0.149,-3.37,1,0.0484,130.049,4,0.43
1474,8,5dOxHHMOFAbG3VH23t0xNm,0.0417,0.706,242181,0.625,0,0.129,-7.426,1,0.0314,142.948,4,0.225
1475,8,1K5KBOgreBi5fkEHvg5ap3,0.067,0.795,237918,0.574,0,0.15,-6.903,0,0.487,142.053,4,0.537
1476,8,0AUvWawuP0ibk4SQ3sIZjk,0.235,0.834,146523,0.663,0,0.372,-6.143,1,0.133,121.876,4,0.774
1477,8,7aGyRfJWtLqgJaZoG9lJhE,0.424,0.738,136839,0.621,7.39E-06,0.692,-7.313,1,0.0486,113.968,4,0.715
1478,8,3H7ihDc1dqLriiWXwsc2po,0.223,0.789,166794,0.72,0,0.129,-5.652,0,0.218,122.031,4,0.664
1479,8,0rKtyWc8bvkriBthvHKY8d,0.544,0.515,209274,0.479,0.00598,0.191,-7.458,1,0.0261,88.964,4,0.284
1480,8,2rPHUAeUPbNgTmK18FPTiZ,0.157,0.487,181688,0.74,0,0.612,-4.973,1,0.0944,73.779,4,0.522
1481,8,6foY66mWZN0pSRjZ408c00,0.369,0.614,234347,0.68,1.84E-06,0.115,-4.58,1,0.0289,149.959,4,0.707
1482,8,4umIPjkehX1r7uhmGvXiSV,0.3,0.806,212867,0.546,0,0.102,-6.637,1,0.0575,147.986,4,0.874
1483,8,0qJeyYAgv6UpvewUxRXAhb,0.147,0.874,235988,0.443,0,0.124,-9.628,0,0.241,118.004,4,0.298
1484,8,0EhpEsp4L0oRGM0vmeaN5e,0.00536,0.571,232253,0.693,0,0.173,-8.234,0,0.0545,168.169,4,0.393
1485,8,2mt1IqcFyY1zmYZT8Q3xw9,0.125,0.782,188344,0.559,0,0.385,-7.106,0,0.0767,129.992,1,0.685
1486,8,6fMzgFFGzWCwiHMzDzNpp5,0.00667,0.839,159955,0.683,0,0.241,-9.232,0,0.165,120.003,4,0.522
1487,8,3xo4Q43ei0ypZOvd2W1IqZ,0.953,0.582,240294,0.199,0.00852,0.135,-10.045,1,0.0321,66.454,4,0.0783
1488,8,3eekarcy7kvN4yt5ZFzltW,0.0546,0.598,175721,0.427,5.83E-06,0.21,-8.764,0,0.0317,76.469,4,0.0605
1489,8,4lsHZ92XCFOQfzJFBTluk8,0.143,0.762,203145,0.433,0,0.118,-8.937,1,0.187,122.074,4,0.394
1490,8,57RA3JGafJm5zRtKJiKPIm,0.156,0.682,178000,0.683,2.32E-05,0.273,-6.444,0,0.0287,120.023,4,0.64
1491,8,69LvvkHnFFnX3d5eNObtMo,0.000279,0.569,138097,0.85,0,0.337,-5.134,1,0.055,162.061,4,0.769
1492,8,4kDgnKgZTX6puRz9EoNjle,0.00107,0.268,165967,0.829,0,0.157,-5.17,1,0.101,199.886,4,0.351
1493,8,2iES5ck2jsznpywJWMMzWR,0.556,0.827,131719,0.549,0.689,0.124,-8.188,0,0.0343,127.992,4,0.381
1494,8,1Cv1YLb4q0RzL6pybtaMLo,0.183,0.878,158571,0.525,0,0.0714,-6.832,1,0.0578,112.022,4,0.694
1495,8,2xLMifQCjDGFmkHkpNLD9h,0.00513,0.834,312820,0.73,0,0.124,-3.714,1,0.222,155.008,4,0.446
1496,8,466cKvZn1j45IpxDdYZqdA,0.289,0.83,247059,0.49,3.04E-06,0.113,-8.82,0,0.209,81.604,4,0.845
1497,8,6N22FZs2ZhPBYi3b9XPajV,0.471,0.316,153294,0.63,0.262,0.205,-5.963,1,0.117,89.643,1,0.313
1498,8,79s5XnCN4TJKTVMSmOx8Ep,0.212,0.548,216387,0.805,0.000389,0.408,-5.732,1,0.351,142.094,4,0.648
1499,8,4Hpib09wXgD84w4uwTPnYD,0.00576,0.954,139413,0.696,0.000498,0.0754,-7.117,0,0.204,100.036,4,0.432
1500,8,1FQpGAJiQgVd65IIBYkRVP,0.895,0.678,89917,0.418,0.0313,0.137,-11.393,0,0.0985,159.867,4,0.587
1501,8,4R2kfaDFhslZEMJqAFNpdd,0.537,0.613,239560,0.581,0.000345,0.25,-8.588,0,0.0424,130.033,4,0.551
1502,8,39Yp9wwQiSRIDOvrVg7mbk,0.233,0.716,165978,0.537,0,0.157,-7.648,0,0.0514,129.979,4,0.28
1503,8,1jaTQ3nqY3oAAYyCTbIvnM,0.017,0.923,139741,0.604,0,0.272,-6.671,0,0.245,145.062,4,0.826
1504,8,2kJwzbxV2ppxnQoYw4GLBZ,0.866,0.464,208687,0.473,0,0.109,-10.086,1,0.129,75.801,4,0.604
1505,8,6EPxapAlha7pEyn5kXgW3R,0.015,0.455,190143,0.728,4.74E-05,0.111,-6.62,0,0.0749,165.948,3,0.461
1506,8,5dl8x4xLEzZC0f927WBTUG,0.472,0.719,182400,0.369,0.0572,0.102,-9.12,0,0.193,150.076,4,0.364
1507,8,2J4P46vCFm1rPkNkp9pZWX,0.0342,0.79,175813,0.729,9.31E-05,0.0411,-3.843,1,0.334,159.989,4,0.904
1508,8,6WbTTAGKrQtCQvmc5BuYfh,0.00824,0.821,154324,0.863,0,0.0377,-3.159,1,0.353,180.013,4,0.874
1509,8,6Gg1gjgKi2AK4e0qzsR7sd,0.0687,0.474,189323,0.631,0,0.132,-5.884,0,0.343,180.051,4,0.425
1510,8,44gRhRi2OhEf7moAUj6MD1,0.0127,0.59,252729,0.618,0,0.244,-5.756,1,0.334,96.459,3,0.153
1511,8,6cbsrCcgGstNCgWFKnrQmc,0.691,0.717,202072,0.442,5.92E-05,0.0811,-8.045,1,0.0415,115.01,4,0.245
1512,8,696DnlkuDOXcMAnKlTgXXK,0.0522,0.621,163636,0.601,0,0.46,-5.616,0,0.148,116.735,5,0.457
1513,8,0QDBNUrc51sGxzmMTvH5kF,0.384,0.678,166883,0.685,0.736,0.099,-9.439,1,0.0472,173.104,4,0.637
1514,8,7ju97lgwC2rKQ6wwsf9no9,0.021,0.672,182200,0.855,0,0.323,-3.764,1,0.0397,123.056,4,0.646
1515,8,7m9OqQk4RVRkw9JJdeAw96,0.469,0.872,119133,0.391,4.13E-06,0.297,-9.144,0,0.242,134.021,4,0.437
1516,8,3QzAOrNlsabgbMwlZt7TAY,0.392,0.809,180435,0.545,0,0.151,-6.678,1,0.0735,97.008,4,0.244
1517,8,0eBXyY4SatzpE7opnzgXvz,0.601,0.621,216573,0.882,0,0.132,-5.01,1,0.0459,126.014,4,0.574
1518,8,7b2elHA9vOwpckUKm8SMyR,0.268,0.574,181772,0.604,2.98E-06,0.139,-9.933,0,0.0863,179.636,4,0.181
1519,8,5MwynWK9s4hlyKHqhkNn4A,0.657,0.631,205453,0.591,0,0.11,-5.785,1,0.0277,97.074,4,0.489
1520,8,7B3z0ySL9Rr0XvZEAjWZzM,0.598,0.744,188387,0.619,0.00372,0.231,-9.805,1,0.039,112.997,4,0.641
1521,8,2rRJrJEo19S2J82BDsQ3F7,0.123,0.784,159382,0.43,0,0.0887,-8.756,0,0.0364,127.087,4,0.236
1522,8,7os53rdrgA0OU6xC5xJruX,0.00032,0.507,160222,0.951,0,0.33,-2.999,1,0.0586,95.016,4,0.692
1523,8,1eTdTVIxLlhHwwA50vEzZa,0.00047,0.561,172235,0.81,0,0.157,-4.754,0,0.0461,87.5,4,0.508
1524,8,5hvwx5i67IwnCkjl9VHkNv,0.154,0.653,213869,0.667,0,0.107,-6.764,0,0.0423,104.181,4,0.556
1525,8,5v4GgrXPMghOnBBLmveLac,0.016,0.822,242001,0.743,0,0.127,-4.772,0,0.28,84.459,4,0.636
1526,8,2QjOHCTQ1Jl3zawyYOpxh6,0.0495,0.612,240400,0.807,0.0177,0.101,-2.81,1,0.0336,124.053,4,0.398
1527,8,1ZMiCix7XSAbfAJlEZWMCp,0.839,0.567,240133,0.267,1.46E-06,0.089,-6.502,1,0.0299,110.011,4,0.0592
1528,8,2QqJTIlGKRLJC3onkavYEz,0.0538,0.752,163902,0.673,0,0.133,-5.792,0,0.153,164.009,4,0.35
1529,8,0mCiEhtdRn5YYhefLXcxI7,0.0306,0.614,240297,0.553,0,0.203,-8.225,1,0.169,159.999,4,0.161
1530,8,1Z0cZI0UzNbP9L8MzzGxqf,0.268,0.867,173288,0.744,0,0.0713,-5.171,1,0.227,84.005,4,0.645
1531,8,2HbKqm4o0w5wEeEFXm2sD4,0.0703,0.716,386907,0.531,0,0.224,-7.355,1,0.122,71.994,4,0.344
1532,8,30bqVoKjX479ab90a8Pafp,0.0967,0.585,142000,0.471,0.0184,0.115,-9.934,0,0.0616,93.099,4,0.323
1533,8,2D0dj3hVkRQJCp63cxCPEx,0.33,0.885,144000,0.685,0,0.148,-6.429,0,0.0627,99.954,4,0.937
1534,8,2rxQMGVafnNaRaXlRMWPde,0.676,0.551,193200,0.402,0,0.0928,-7.431,1,0.0262,103.313,4,0.382
1535,8,6XHVuErjQ4XNm6nDPVCxVX,0.123,0.696,260640,0.454,0,0.155,-6.756,0,0.153,92.928,4,0.136
1536,8,2ygvZOXrIeVL4xZmAWJT2C,0.795,0.444,208155,0.309,0.132,0.352,-10.956,1,0.062,104.745,4,0.0875
1537,8,2T5NBwKRySiCR78vVk08vr,0.0115,0.709,153467,0.679,0,0.0971,-6.503,0,0.346,162.973,4,0.754
1538,8,23T0OX7QOiIUFShSzbJ5Uo,0.0951,0.466,210773,0.536,0,0.114,-6.227,1,0.0429,75.998,4,0.377
1539,8,0Jlcvv8IykzHaSmj49uNW8,0.757,0.777,210252,0.357,7.28E-06,0.108,-6.942,1,0.0522,139.883,4,0.172
1540,8,4HBZA5flZLE435QTztThqH,0.223,0.597,228482,0.45,0,0.382,-6.658,1,0.0418,178.765,3,0.537
1541,8,0GO8y8jQk1PkHzS31d699N,0.00847,0.56,218013,0.936,0,0.161,-5.835,1,0.0439,112.96,4,0.371
1542,8,2iVsPIS2yjS4xhs5Rdy65O,0.000615,0.707,117580,0.576,0,0.405,-5.665,1,0.0364,128.08,4,0.632
1543,8,0RFgKcpWImLWmK9WSSHAiC,0.514,0.677,202213,0.443,0,0.107,-9.375,1,0.027,137.089,4,0.629
1544,8,4pvb0WLRcMtbPGmtejJJ6y,0.778,0.298,285634,0.38,5.62E-05,0.11,-8.426,1,0.0287,75.602,4,0.152
1545,8,59qrUpoplZxbIZxk6X0Bm3,0.0332,0.789,190306,0.711,0,0.0876,-4.248,1,0.041,112.985,4,0.753
1546,8,0uxSUdBrJy9Un0EYoBowng,0.109,0.773,220587,0.75,0,0.174,-4.009,0,0.117,123.426,4,0.783
1547,8,3WnTQDd9A3bpBfzCziElU9,0.0263,0.474,283270,0.681,4.27E-05,0.0972,-3.473,0,0.038,121.96,4,0.0384
1548,8,2r6OAV3WsYtXuXjvJ1lIDi,0.0187,0.905,190534,0.647,0,0.282,-5.065,0,0.107,130.97,4,0.367
1549,8,77Xwqkw7VrV8E5FCq9JhO8,0.212,0.664,179813,0.586,0,0.216,-7.813,0,0.238,88.502,5,0.589
1550,8,7FIWs0pqAYbP91WWM0vlTQ,0.145,0.808,210800,0.745,0,0.292,-5.26,0,0.342,165.995,4,0.829
1551,8,1rgnBhdG2JDFTbYkYRZAku,0.688,0.825,209755,0.593,0.000161,0.17,-6.401,0,0.0988,98.078,4,0.54
1552,8,14GwnOeC9qYEKEA6uOZepa,0.294,0.643,188893,0.79,0,0.107,-6.079,1,0.0462,95.987,4,0.8
1553,8,07KXEDMj78x68D884wgVEm,0.269,0.831,220487,0.499,0,0.3,-8.442,0,0.114,97.956,4,0.511
1554,8,2JvzF1RMd7lE3KmFlsyZD8,0.149,0.837,213594,0.364,0,0.271,-11.713,1,0.276,123.984,4,0.463
1555,8,6J2LdBN97cDWn0MLxYh9HB,0.868,0.708,156106,0.186,0,0.0779,-8.953,0,0.042,72.541,4,0.322
1556,8,6Ozh9Ok6h4Oi1wUSLtBseN,0.189,0.769,159715,0.787,0,0.129,-3.909,1,0.367,126.77,4,0.836
1557,8,3ee8Jmje8o58CHK66QrVC2,0.258,0.74,166606,0.613,0.00372,0.123,-4.88,1,0.145,75.023,4,0.473
1558,8,2h4cmbyb6S7e8igDZIITJU,0.268,0.837,169532,0.482,0,0.0991,-8.608,0,0.365,143.01,4,0.444
1559,8,0u2P5u6lvoDfwTYjAADbn4,0.934,0.351,200186,0.296,0,0.095,-10.109,0,0.0333,115.284,4,0.12
1560,8,6K4t31amVTZDgR3sKmwUJJ,0.0115,0.64,216320,0.74,0.00678,0.167,-4.083,1,0.0284,116.879,4,0.785
1561,8,3PfIrDoz19wz7qK7tYeu62,0.0123,0.793,183290,0.793,0,0.0951,-4.521,0,0.083,123.95,4,0.679
1562,8,7JDWhC422Gtk1Bq0mL3OTC,0.242,0.74,180161,0.415,0.000156,0.319,-8.914,1,0.0707,136.029,4,0.156
1563,8,62vpWI1CHwFy7tMIcSStl8,0.301,0.692,292987,0.521,0,0.0565,-8.465,0,0.33,100.45,4,0.463
1564,8,3FU6urUVsgXa6RBuV2PdRk,0.275,0.765,169227,0.556,0,0.0824,-6.417,1,0.0512,111.033,4,0.274
1565,8,4wVOKKEHUJxHCFFNUWDn0B,0.629,0.735,220488,0.449,0,0.113,-7.507,1,0.347,122.947,4,0.0397
1566,8,3sKz6Sd72K0ofPWcJPPk6H,0.0185,0.929,155168,0.667,0,0.1,-6.789,0,0.353,126.998,4,0.274
1567,8,5wWAwzGp2OaaoIkwcz6wZs,0.337,0.63,202193,0.446,0,0.166,-8.9,1,0.0351,143.078,4,0.177
1568,8,1ENdcyhqdylaLsPVgB83qq,0.294,0.904,167184,0.252,0,0.104,-17.54,0,0.11,117.994,4,0.227
1569,8,34slXA5D75T5S0dwYYRd4J,0.307,0.522,224987,0.659,0,0.102,-6.016,1,0.0304,141.996,4,0.355
1570,8,0zzVTGyRrWpQu8Fr28NRAv,0.0172,0.743,159863,0.837,0,0.0743,-5.025,0,0.0649,103.072,4,0.263
1571,8,78QR3Wp35dqAhFEc2qAGjE,0.0852,0.897,145543,0.662,0,0.534,-6.903,0,0.292,112.511,4,0.389
1572,8,7Bar1kLTmsRmH6FCKKMEyU,0.199,0.679,202008,0.516,0,0.0965,-6.371,0,0.0452,120.074,4,0.716
1573,8,3jT2LKH0RSbQ8jIUNFzXm5,0.0317,0.883,232065,0.808,0,0.207,-3.158,0,0.183,119.012,4,0.805
1574,8,75ZvA4QfFiZvzhj2xkaWAh,0.0689,0.556,223347,0.538,0,0.196,-5.408,0,0.0382,143.95,4,0.291
1575,8,3ZCTVFBt2Brf31RLEnCkWJ,0.902,0.704,245426,0.225,0.657,0.106,-14.454,0,0.0994,120.006,4,0.243
1576,8,5EzL7hGT9g2Tvqsy158Lu9,0.0016,0.943,218333,0.641,0,0.211,-5.598,1,0.191,99.099,4,0.242
1577,8,2wrJq5XKLnmhRXHIAf9xBa,0.153,0.654,167693,0.63,0,0.111,-4.644,1,0.0259,89.991,4,0.43
1578,8,53BHUFdQphHiZUUG3nx9zn,0.0183,0.74,170858,0.516,0,0.0558,-6.233,0,0.0507,139.918,4,0.698
1579,8,5E30LdtzQTGqRvNd7l6kG5,0.0678,0.588,260173,0.521,0.149,0.123,-9.461,1,0.0329,85.012,4,0.337
1580,8,0e7ipj03S05BNilyu5bRzt,0.124,0.585,218147,0.52,7.01E-05,0.131,-6.136,0,0.0712,159.801,4,0.129
1581,8,1InCpEliLCkWHOBdXW7XSx,0.00786,0.637,162399,0.69,0,0.124,-4.057,0,0.0405,129.857,4,0.457
1582,8,18CK4TdFJhPYQtUX2fq8D8,0.435,0.331,183256,0.419,0.74,0.108,-9.351,0,0.0403,120.981,4,0.138
1583,8,1SF8piqsZWn86DajVKih8F,0.535,0.877,151249,0.607,0,0.138,-7.818,0,0.15,127.055,4,0.773
1584,8,7GX5flRQZVHRAGd6B4TmDO,0.00264,0.732,182707,0.75,0,0.109,-6.366,0,0.231,155.096,4,0.401
1585,8,7xQAfvXzm3AkraOtGPWIZg,0.136,0.829,149547,0.539,1.78E-06,0.103,-7.359,0,0.208,99.96,4,0.388
1586,8,3Z8FwOEN59mRMxDCtb8N0A,0.00776,0.63,172762,0.633,0,0.0541,-7.088,1,0.0457,93.995,4,0.452
1587,8,017PF4Q3l4DBUiWoXk4OWT,0.167,0.73,221820,0.729,1.39E-06,0.349,-3.434,0,0.0883,113.013,4,0.467
1588,8,7Jd0VVrzeTTWipxSzJ81aC,0.236,0.525,292663,0.437,7.03E-06,0.121,-8.285,1,0.0272,127.994,3,0.195
1589,8,5wujBwqG7INdStqGd4tRMX,0.186,0.736,169999,0.67,0,0.114,-6.702,1,0.311,130.032,4,0.845
1590,8,62aP9fBQKYKxi7PDXwcUAS,0.0686,0.674,176547,0.774,0.00188,0.393,-7.567,0,0.0892,112.05,4,0.33
1591,8,4iHSE5R1U8jf84tRn52xRt,0.203,0.816,226314,0.579,0,0.127,-6.097,1,0.0867,120.078,4,0.43
